Transaction_ID,Account_ID,Date,Amount,Transaction_Type,Mode,Location,Channel,Is_Fraudulent
T01035,A00065,2024-07-09,141184,Debit,UPI,Chennai,Mobile App,No
T01036,A00449,2025-02-25,58330,Debit,Net Banking,Mumbai,POS,Yes
T01037,A00588,2024-08-04,151589,Debit,Net Banking,Hyderabad,POS,No
T01038,A00406,2024-07-22,36001,Credit,Net Banking,Hyderabad,POS,No
T01039,A00497,2025-06-29,75743,Debit,UPI,Bengaluru,POS,Yes
T01040,A00023,2025-02-15,142137,Debit,UPI,Kolkata,POS,No
T01041,A00576,2025-03-12,76864,Credit,ATM,Kolkata,Mobile App,Yes
T01042,A00004,2025-06-12,132060,Credit,ATM,Delhi,Mobile App,Yes
T01043,A00567,2025-05-20,17390,Debit,ATM,Mumbai,POS,Yes
T01044,A00469,2024-09-22,57874,Credit,UPI,Hyderabad,Internet Banking,Yes
T01045,A00315,2025-02-17,6282,Credit,ATM,Delhi,ATM,Yes
T01046,A00510,2025-03-04,2778,Debit,ATM,Hyderabad,Internet Banking,No
T01047,A00262,2024-08-16,79117,Credit,ATM,Delhi,Internet Banking,No
T01048,A00573,2025-03-31,28185,Credit,Net Banking,Kolkata,POS,No
T01049,A00361,2024-08-15,193716,Debit,Card,Mumbai,ATM,Yes
T01050,A00585,2024-08-02,111533,Credit,Net Banking,Mumbai,Mobile App,No
T01051,A00292,2025-05-28,157566,Debit,Net Banking,Hyderabad,POS,No
T01052,A00416,2025-02-19,19654,Debit,Net Banking,Chennai,ATM,No
T01053,A00283,2024-08-19,4155,Credit,Net Banking,Kolkata,Mobile App,Yes
T01054,A00078,2024-11-23,83040,Credit,ATM,Delhi,ATM,Yes
T01055,A00522,2025-03-11,60034,Debit,UPI,Chennai,ATM,No
T01056,A00199,2025-04-22,12381,Debit,Card,Chennai,ATM,No
T01057,A00517,2025-06-14,38729,Debit,Net Banking,Bengaluru,Internet Banking,No
T01058,A00310,2025-03-08,26559,Credit,UPI,Bengaluru,POS,No
T01059,A00116,2025-02-04,96647,Credit,Net Banking,Bengaluru,POS,No
T01060,A00421,2025-05-07,18782,Credit,ATM,Mumbai,Internet Banking,Yes
T01061,A00474,2024-09-09,98943,Credit,Card,Delhi,POS,Yes
T01062,A00249,2025-06-12,124951,Debit,Card,Hyderabad,Internet Banking,Yes
T01063,A00296,2024-08-12,188763,Credit,ATM,Chennai,Internet Banking,Yes
T01064,A00470,2025-03-27,95711,Credit,Net Banking,Bengaluru,Mobile App,No
T01065,A00532,2024-09-09,187351,Credit,ATM,Bengaluru,Mobile App,Yes
T01066,A00352,2024-10-06,144292,Debit,UPI,Delhi,Internet Banking,No
T01067,A00212,2024-10-22,101847,Debit,UPI,Mumbai,Internet Banking,No
T01068,A00409,2024-12-28,183151,Credit,Card,Bengaluru,Mobile App,Yes
T01069,A00596,2025-03-13,76331,Credit,Net Banking,Kolkata,Internet Banking,Yes
T01070,A00550,2025-06-28,106079,Debit,Card,Delhi,POS,No
T01071,A00547,2024-07-29,186986,Credit,Net Banking,Mumbai,ATM,No
T01072,A00110,2025-03-05,64343,Credit,UPI,Chennai,Mobile App,No
T01073,A00390,2024-12-23,60678,Debit,UPI,Delhi,Mobile App,No
T01074,A00300,2025-06-23,175145,Debit,UPI,Mumbai,Internet Banking,No
T01075,A00599,2024-10-15,161178,Credit,Net Banking,Kolkata,POS,No
T01076,A00547,2025-04-24,86606,Credit,ATM,Chennai,Mobile App,No
T01077,A00029,2024-12-12,61093,Credit,Card,Kolkata,Internet Banking,Yes
T01078,A00272,2025-03-25,81327,Credit,Net Banking,Chennai,Internet Banking,Yes
T01079,A00297,2025-06-15,144266,Debit,Net Banking,Hyderabad,ATM,Yes
T01080,A00324,2025-03-16,23880,Credit,Net Banking,Hyderabad,POS,Yes
T01081,A00011,2025-04-24,24603,Credit,UPI,Bengaluru,Mobile App,Yes
T01082,A00171,2025-04-25,923,Credit,Net Banking,Chennai,POS,Yes
T01083,A00528,2024-11-02,85520,Debit,Net Banking,Mumbai,Internet Banking,No
T01084,A00404,2024-10-07,4576,Debit,Card,Hyderabad,Internet Banking,Yes
T01085,A00011,2024-08-31,31161,Debit,ATM,Chennai,POS,No
T01086,A00335,2025-04-29,199605,Credit,Card,Kolkata,POS,No
T01087,A00176,2024-07-28,72487,Credit,ATM,Hyderabad,Mobile App,Yes
T01088,A00122,2024-10-15,130823,Credit,ATM,Hyderabad,Mobile App,No
T01089,A00033,2025-04-27,110360,Credit,Net Banking,Bengaluru,Mobile App,No
T01090,A00168,2024-07-24,68146,Credit,Net Banking,Bengaluru,Mobile App,Yes
T01091,A00409,2024-11-25,40855,Debit,ATM,Chennai,POS,Yes
T01092,A00143,2024-11-27,128703,Credit,Card,Chennai,POS,Yes
T01093,A00470,2024-11-06,132630,Credit,UPI,Kolkata,POS,Yes
T01094,A00041,2024-07-23,153508,Debit,ATM,Delhi,Internet Banking,Yes
T01095,A00407,2024-10-08,111376,Debit,Net Banking,Hyderabad,POS,Yes
T01096,A00410,2025-05-11,32154,Debit,ATM,Bengaluru,Internet Banking,No
T01097,A00297,2024-10-10,84001,Credit,ATM,Hyderabad,Internet Banking,No
T01098,A00567,2024-09-07,123952,Credit,Card,Mumbai,Internet Banking,No
T01099,A00063,2024-12-18,64792,Debit,UPI,Chennai,POS,No
T01100,A00019,2024-07-26,144753,Credit,Card,Hyderabad,Internet Banking,No
T01101,A00558,2025-01-06,88432,Debit,Net Banking,Chennai,POS,No
T01102,A00184,2025-06-25,84235,Debit,Net Banking,Chennai,ATM,Yes
T01103,A00278,2024-09-15,195255,Debit,UPI,Delhi,POS,Yes
T01104,A00548,2025-02-22,29241,Debit,UPI,Hyderabad,ATM,No
T01105,A00259,2024-11-29,35965,Debit,UPI,Mumbai,ATM,No
T01106,A00368,2024-09-07,143232,Debit,Card,Kolkata,POS,No
T01107,A00533,2025-03-07,20117,Credit,UPI,Kolkata,ATM,No
T01108,A00107,2025-01-07,117813,Credit,ATM,Hyderabad,Internet Banking,No
T01109,A00227,2024-08-11,129252,Credit,Card,Delhi,Internet Banking,No
T01110,A00001,2024-08-24,86480,Debit,Net Banking,Bengaluru,Internet Banking,Yes
T01111,A00570,2025-01-25,25916,Debit,ATM,Hyderabad,Mobile App,Yes
T01112,A00553,2025-04-24,35223,Debit,ATM,Mumbai,ATM,No
T01113,A00587,2024-12-14,61496,Debit,Card,Kolkata,Mobile App,Yes
T01114,A00569,2024-09-22,155361,Credit,Net Banking,Kolkata,Internet Banking,No
T01115,A00195,2025-02-23,97647,Debit,ATM,Chennai,POS,No
T01116,A00043,2025-03-06,147631,Debit,ATM,Mumbai,Internet Banking,Yes
T01117,A00338,2024-08-10,130582,Debit,Net Banking,Mumbai,POS,No
T01118,A00495,2025-06-19,132925,Credit,Card,Delhi,Mobile App,No
T01119,A00313,2024-12-18,25911,Credit,UPI,Delhi,POS,No
T01120,A00554,2025-04-03,89587,Credit,Net Banking,Chennai,POS,No
T01121,A00565,2024-10-08,95069,Debit,ATM,Kolkata,ATM,Yes
T01122,A00243,2024-08-09,68151,Debit,Net Banking,Delhi,POS,Yes
T01123,A00486,2024-07-13,40670,Debit,Card,Kolkata,Mobile App,Yes
T01124,A00269,2024-07-28,98765,Credit,Card,Kolkata,ATM,No
T01125,A00109,2024-07-27,167738,Debit,Card,Mumbai,ATM,No
T01126,A00567,2025-02-06,12057,Debit,Net Banking,Kolkata,POS,Yes
T01127,A00356,2025-04-08,199965,Credit,Net Banking,Hyderabad,POS,Yes
T01128,A00426,2024-10-05,176115,Credit,ATM,Delhi,Mobile App,No
T01129,A00243,2025-04-27,157008,Credit,Card,Mumbai,POS,No
T01130,A00015,2024-12-20,121173,Debit,ATM,Kolkata,POS,Yes
T01131,A00153,2024-07-07,42246,Credit,Card,Hyderabad,POS,Yes
T01132,A00458,2025-06-13,59628,Debit,ATM,Delhi,POS,Yes
T01133,A00380,2025-01-09,192605,Credit,ATM,Hyderabad,Internet Banking,Yes
T01134,A00014,2024-08-26,100593,Credit,ATM,Bengaluru,POS,No
T01135,A00049,2025-03-10,5044,Debit,Card,Mumbai,Mobile App,No
T01136,A00001,2025-03-05,40341,Debit,ATM,Hyderabad,ATM,Yes
T01137,A00218,2024-06-30,77599,Debit,Card,Delhi,POS,No
T01138,A00048,2025-06-27,76834,Credit,ATM,Bengaluru,ATM,Yes
T01139,A00354,2024-07-14,114167,Debit,Net Banking,Delhi,POS,Yes
T01140,A00400,2025-03-15,198904,Debit,Net Banking,Hyderabad,ATM,Yes
T01141,A00413,2024-11-28,193600,Debit,Card,Delhi,POS,Yes
T01142,A00105,2024-10-11,97043,Debit,Card,Hyderabad,POS,Yes
T01143,A00365,2024-08-27,73548,Debit,Card,Delhi,ATM,No
T01144,A00209,2025-03-28,110947,Debit,UPI,Hyderabad,POS,No
T01145,A00018,2024-11-05,121361,Debit,UPI,Bengaluru,Mobile App,No
T01146,A00367,2025-06-16,122931,Credit,Card,Mumbai,Mobile App,Yes
T01147,A00397,2024-11-28,37153,Debit,ATM,Hyderabad,Mobile App,No
T01148,A00300,2025-02-08,9715,Debit,Net Banking,Chennai,POS,Yes
T01149,A00100,2024-07-01,93974,Credit,Card,Chennai,ATM,No
T01150,A00572,2025-01-16,17049,Debit,UPI,Hyderabad,Internet Banking,Yes
T01151,A00268,2025-03-31,115847,Debit,ATM,Delhi,Mobile App,No
T01152,A00579,2025-06-30,26772,Debit,Net Banking,Mumbai,ATM,No
T01153,A00197,2025-04-25,7260,Credit,ATM,Kolkata,POS,Yes
T01154,A00449,2025-01-06,120867,Credit,Card,Hyderabad,ATM,Yes
T01155,A00555,2025-01-01,53465,Debit,ATM,Delhi,ATM,No
T01156,A00302,2024-12-16,16129,Debit,Card,Delhi,Mobile App,Yes
T01157,A00443,2024-12-03,131182,Credit,UPI,Hyderabad,POS,Yes
T01158,A00460,2025-05-23,121694,Credit,Net Banking,Delhi,ATM,Yes
T01159,A00584,2025-04-08,32213,Debit,UPI,Kolkata,Internet Banking,Yes
T01160,A00054,2025-04-29,94905,Debit,ATM,Bengaluru,ATM,Yes
T01161,A00515,2025-05-11,100835,Debit,Net Banking,Bengaluru,ATM,Yes
T01162,A00492,2025-05-01,69194,Credit,ATM,Mumbai,ATM,No
T01163,A00020,2024-07-27,197939,Credit,ATM,Mumbai,ATM,No
T01164,A00122,2025-01-25,171106,Credit,ATM,Chennai,ATM,Yes
T01165,A00544,2024-09-25,126108,Debit,Net Banking,Mumbai,Mobile App,No
T01166,A00484,2024-07-01,139444,Credit,Net Banking,Hyderabad,ATM,No
T01167,A00166,2024-11-26,168191,Credit,Card,Bengaluru,ATM,No
T01168,A00425,2025-03-24,197399,Credit,UPI,Bengaluru,ATM,Yes
T01169,A00036,2025-05-13,60361,Debit,ATM,Bengaluru,Internet Banking,Yes
T01170,A00032,2025-04-28,126231,Credit,Net Banking,Delhi,Internet Banking,No
T01171,A00116,2025-01-03,174315,Debit,Card,Bengaluru,POS,Yes
T01172,A00209,2024-08-16,189541,Credit,Card,Chennai,Mobile App,Yes
T01173,A00438,2025-02-05,16143,Credit,Net Banking,Bengaluru,POS,Yes
T01174,A00382,2025-01-23,56857,Credit,UPI,Delhi,Mobile App,Yes
T01175,A00126,2025-06-28,25712,Debit,Net Banking,Hyderabad,POS,Yes
T01176,A00049,2024-11-16,127679,Debit,UPI,Hyderabad,Internet Banking,Yes
T01177,A00237,2024-11-06,83474,Debit,Card,Mumbai,ATM,Yes
T01178,A00278,2025-03-21,80550,Debit,ATM,Delhi,Mobile App,No
T01179,A00303,2024-10-25,59939,Debit,Card,Hyderabad,POS,Yes
T01180,A00311,2024-12-02,139056,Debit,UPI,Bengaluru,Internet Banking,Yes
T01181,A00259,2024-07-21,4280,Credit,Net Banking,Delhi,ATM,Yes
T01182,A00135,2025-03-02,48783,Credit,Net Banking,Bengaluru,ATM,No
T01183,A00045,2025-03-08,116046,Debit,Net Banking,Mumbai,Internet Banking,Yes
T01184,A00403,2024-08-04,77827,Debit,Card,Hyderabad,POS,Yes
T01185,A00496,2024-11-18,19209,Debit,ATM,Chennai,POS,No
T01186,A00281,2025-01-23,79192,Debit,ATM,Bengaluru,Internet Banking,Yes
T01187,A00352,2025-05-27,132025,Credit,UPI,Kolkata,ATM,Yes
T01188,A00433,2024-11-09,85117,Debit,Card,Kolkata,Internet Banking,Yes
T01189,A00573,2024-07-31,185089,Debit,Card,Bengaluru,Mobile App,No
T01190,A00411,2025-05-22,120429,Credit,ATM,Hyderabad,ATM,Yes
T01191,A00384,2024-12-25,176187,Credit,ATM,Mumbai,Internet Banking,Yes
T01192,A00169,2025-04-21,47565,Credit,Net Banking,Mumbai,ATM,Yes
T01193,A00309,2025-04-23,100585,Credit,Card,Hyderabad,POS,Yes
T01194,A00040,2024-10-20,13157,Debit,UPI,Hyderabad,Mobile App,Yes
T01195,A00387,2025-03-08,42566,Debit,Card,Chennai,Mobile App,No
T01196,A00146,2024-09-16,147588,Debit,UPI,Kolkata,POS,No
T01197,A00130,2024-09-06,45387,Credit,ATM,Hyderabad,Internet Banking,No
T01198,A00120,2025-01-31,87218,Debit,UPI,Mumbai,Internet Banking,Yes
T01199,A00332,2024-07-15,68142,Credit,Net Banking,Bengaluru,Internet Banking,No
T01200,A00353,2024-11-26,197164,Credit,Net Banking,Kolkata,Internet Banking,Yes
T01201,A00447,2025-03-13,103496,Credit,Net Banking,Bengaluru,POS,No
T01202,A00490,2024-09-12,179734,Credit,UPI,Mumbai,Internet Banking,No
T01203,A00141,2024-10-24,138532,Debit,Card,Chennai,ATM,No
T01204,A00323,2025-03-27,105698,Credit,ATM,Chennai,Mobile App,No
T01205,A00436,2024-11-28,38766,Debit,Net Banking,Bengaluru,Mobile App,No
T01206,A00183,2025-06-13,118292,Debit,Net Banking,Mumbai,Mobile App,Yes
T01207,A00189,2024-08-10,48842,Credit,Net Banking,Bengaluru,Internet Banking,Yes
T01208,A00186,2025-03-01,145590,Debit,ATM,Kolkata,ATM,Yes
T01209,A00128,2025-03-24,135417,Debit,Net Banking,Bengaluru,Internet Banking,No
T01210,A00009,2024-11-16,78810,Credit,UPI,Delhi,Internet Banking,Yes
T01211,A00340,2025-01-04,12078,Debit,Card,Chennai,Internet Banking,Yes
T01212,A00242,2024-08-01,117722,Credit,Card,Chennai,ATM,Yes
T01213,A00221,2025-06-08,109314,Credit,UPI,Chennai,Mobile App,Yes
T01214,A00302,2025-03-02,112457,Debit,ATM,Hyderabad,Internet Banking,Yes
T01215,A00451,2024-12-17,65812,Credit,ATM,Mumbai,ATM,Yes
T01216,A00031,2025-04-11,35779,Debit,ATM,Delhi,POS,No
T01217,A00265,2024-09-11,2796,Credit,ATM,Kolkata,POS,Yes
T01218,A00511,2024-08-23,116837,Debit,UPI,Mumbai,Internet Banking,No
T01219,A00315,2024-07-13,171202,Debit,ATM,Bengaluru,ATM,No
T01220,A00492,2024-09-12,98993,Credit,Net Banking,Bengaluru,Internet Banking,No
T01221,A00399,2024-07-09,179194,Credit,ATM,Hyderabad,Internet Banking,No
T01222,A00311,2025-04-05,54330,Debit,Net Banking,Delhi,Mobile App,No
T01223,A00555,2025-02-15,37800,Debit,Net Banking,Bengaluru,POS,No
T01224,A00296,2024-09-30,125466,Credit,ATM,Bengaluru,POS,Yes
T01225,A00334,2025-01-05,17820,Credit,Net Banking,Mumbai,POS,No
T01226,A00382,2024-11-27,185280,Debit,UPI,Hyderabad,POS,No
T01227,A00229,2024-07-24,54239,Credit,UPI,Hyderabad,Mobile App,No
T01228,A00448,2025-05-03,88772,Credit,UPI,Chennai,ATM,Yes
T01229,A00335,2025-01-25,54690,Credit,Net Banking,Mumbai,Mobile App,No
T01230,A00175,2025-03-06,190581,Debit,Net Banking,Chennai,ATM,Yes
T01231,A00099,2024-10-27,143883,Credit,UPI,Delhi,ATM,No
T01232,A00238,2025-01-10,105190,Credit,UPI,Kolkata,ATM,No
T01233,A00548,2025-01-23,124851,Credit,Card,Mumbai,Mobile App,No
T01234,A00231,2025-05-19,109563,Debit,Card,Hyderabad,ATM,Yes
T01235,A00321,2025-05-11,181406,Credit,Net Banking,Mumbai,Mobile App,No
T01236,A00007,2024-12-21,36371,Debit,ATM,Mumbai,POS,No
T01237,A00501,2024-07-06,93982,Credit,Card,Hyderabad,Mobile App,Yes
T01238,A00084,2024-07-14,158367,Debit,Net Banking,Delhi,Mobile App,No
T01239,A00141,2024-11-08,32967,Debit,Net Banking,Bengaluru,Internet Banking,No
T01240,A00295,2024-07-21,57218,Debit,Net Banking,Kolkata,POS,Yes
T01241,A00342,2024-11-08,138777,Debit,ATM,Bengaluru,POS,No
T01242,A00357,2025-05-01,113146,Credit,ATM,Chennai,ATM,No
T01243,A00224,2025-04-06,189377,Debit,ATM,Bengaluru,ATM,No
T01244,A00105,2024-07-16,132207,Credit,UPI,Delhi,POS,No
T01245,A00171,2024-12-04,124666,Credit,Net Banking,Hyderabad,POS,No
T01246,A00058,2024-08-14,159321,Credit,ATM,Chennai,ATM,No
T01247,A00004,2024-09-20,13762,Credit,ATM,Chennai,POS,Yes
T01248,A00256,2025-05-09,106645,Debit,UPI,Delhi,ATM,No
T01249,A00404,2025-03-10,176214,Credit,Net Banking,Mumbai,Mobile App,Yes
T01250,A00131,2025-03-16,182049,Credit,ATM,Hyderabad,Internet Banking,No
T01251,A00190,2025-01-19,8019,Credit,UPI,Delhi,ATM,No
T01252,A00094,2024-12-25,69108,Credit,Card,Delhi,Internet Banking,No
T01253,A00070,2025-06-30,135631,Credit,Card,Kolkata,Internet Banking,No
T01254,A00484,2025-03-20,137284,Debit,Card,Kolkata,POS,No
T01255,A00243,2025-06-02,103223,Debit,ATM,Hyderabad,ATM,No
T01256,A00147,2025-06-04,155111,Debit,Net Banking,Kolkata,Mobile App,Yes
T01257,A00475,2025-01-24,178206,Credit,UPI,Kolkata,POS,No
T01258,A00507,2024-08-26,61377,Credit,Card,Chennai,POS,Yes
T01259,A00161,2025-04-13,46333,Debit,ATM,Hyderabad,Internet Banking,Yes
T01260,A00436,2025-02-09,15182,Credit,Card,Kolkata,Internet Banking,No
T01261,A00278,2024-09-28,182007,Credit,UPI,Chennai,Mobile App,Yes
T01262,A00549,2025-06-24,87815,Debit,UPI,Delhi,POS,No
T01263,A00559,2024-07-27,97228,Credit,Net Banking,Delhi,Mobile App,Yes
T01264,A00253,2024-07-14,61786,Credit,Net Banking,Chennai,ATM,No
T01265,A00355,2025-04-11,68180,Debit,Card,Bengaluru,ATM,Yes
T01266,A00570,2024-08-23,1679,Credit,Card,Delhi,ATM,Yes
T01267,A00329,2025-01-05,91025,Debit,UPI,Delhi,Mobile App,Yes
T01268,A00329,2025-03-10,6758,Debit,Net Banking,Chennai,POS,No
T01269,A00568,2024-07-07,180272,Credit,Card,Kolkata,Mobile App,Yes
T01270,A00333,2024-12-30,137680,Credit,UPI,Mumbai,Mobile App,No
T01271,A00176,2025-06-17,158430,Credit,UPI,Chennai,Internet Banking,No
T01272,A00186,2025-06-21,38055,Debit,UPI,Bengaluru,Mobile App,Yes
T01273,A00599,2025-02-25,124425,Debit,UPI,Mumbai,Mobile App,No
T01274,A00313,2024-07-17,52532,Debit,Card,Mumbai,ATM,Yes
T01275,A00175,2024-10-02,151543,Debit,Card,Hyderabad,POS,Yes
T01276,A00355,2025-03-29,109707,Credit,ATM,Chennai,Internet Banking,No
T01277,A00144,2025-03-08,194664,Credit,UPI,Delhi,Internet Banking,Yes
T01278,A00321,2024-08-19,22069,Debit,ATM,Chennai,Mobile App,No
T01279,A00104,2024-07-05,85918,Debit,Card,Hyderabad,ATM,Yes
T01280,A00416,2024-09-04,156385,Debit,UPI,Mumbai,Mobile App,No
T01281,A00119,2025-03-02,117900,Debit,UPI,Chennai,ATM,Yes
T01282,A00515,2024-07-19,112576,Debit,Net Banking,Delhi,ATM,No
T01283,A00336,2025-06-16,67568,Debit,UPI,Bengaluru,Mobile App,No
T01284,A00501,2024-10-27,2415,Credit,Card,Delhi,Mobile App,No
T01285,A00378,2025-05-14,82484,Credit,Card,Bengaluru,POS,Yes
T01286,A00087,2025-05-04,50392,Credit,UPI,Hyderabad,Internet Banking,Yes
T01287,A00460,2024-08-06,178832,Debit,UPI,Hyderabad,Internet Banking,Yes
T01288,A00069,2024-12-24,172128,Credit,Card,Delhi,Internet Banking,No
T01289,A00057,2025-02-22,193527,Debit,UPI,Bengaluru,Internet Banking,No
T01290,A00345,2024-09-04,84423,Debit,Card,Mumbai,Mobile App,No
T01291,A00054,2025-05-20,107970,Debit,Net Banking,Kolkata,POS,No
T01292,A00542,2025-02-14,118125,Debit,UPI,Kolkata,Internet Banking,No
T01293,A00049,2024-07-24,15244,Credit,Card,Hyderabad,POS,Yes
T01294,A00372,2025-05-13,193233,Credit,ATM,Delhi,ATM,Yes
T01295,A00316,2025-05-13,124274,Debit,ATM,Chennai,Mobile App,No
T01296,A00095,2024-08-10,131222,Debit,Card,Hyderabad,Mobile App,Yes
T01297,A00265,2024-08-13,156174,Debit,UPI,Delhi,Internet Banking,Yes
T01298,A00459,2025-01-09,121570,Credit,Net Banking,Bengaluru,POS,Yes
T01299,A00466,2025-02-16,131122,Credit,Card,Kolkata,POS,No
T01300,A00315,2025-05-06,186400,Credit,Net Banking,Delhi,ATM,Yes
T01301,A00276,2025-02-24,88967,Debit,UPI,Delhi,POS,No
T01302,A00483,2024-09-23,90346,Debit,Card,Bengaluru,Internet Banking,Yes
T01303,A00236,2024-07-24,66865,Credit,Net Banking,Hyderabad,Mobile App,No
T01304,A00375,2025-05-08,41724,Credit,ATM,Chennai,Mobile App,No
T01305,A00220,2024-09-16,114482,Credit,Card,Chennai,Internet Banking,Yes
T01306,A00366,2024-12-12,20278,Credit,ATM,Chennai,ATM,No
T01307,A00145,2024-11-08,153898,Debit,Card,Delhi,POS,Yes
T01308,A00305,2025-05-11,184770,Debit,Card,Delhi,POS,Yes
T01309,A00449,2025-05-20,7340,Debit,UPI,Bengaluru,Internet Banking,Yes
T01310,A00542,2025-04-12,63339,Debit,Net Banking,Delhi,Internet Banking,No
T01311,A00303,2025-03-20,138241,Credit,UPI,Kolkata,ATM,Yes
T01312,A00115,2024-12-03,68171,Credit,UPI,Bengaluru,Mobile App,No
T01313,A00473,2024-11-02,38677,Debit,UPI,Mumbai,ATM,Yes
T01314,A00122,2024-08-15,47529,Credit,ATM,Hyderabad,POS,Yes
T01315,A00365,2025-03-22,125105,Credit,Card,Chennai,Mobile App,No
T01316,A00595,2025-02-08,55165,Debit,ATM,Kolkata,POS,Yes
T01317,A00308,2025-01-28,105597,Credit,Card,Kolkata,Internet Banking,No
T01318,A00585,2024-08-22,196597,Debit,ATM,Chennai,Internet Banking,No
T01319,A00471,2024-11-01,34241,Credit,UPI,Bengaluru,ATM,Yes
T01320,A00205,2025-05-20,119491,Debit,ATM,Hyderabad,ATM,No
T01321,A00267,2025-05-04,191109,Debit,ATM,Mumbai,Mobile App,Yes
T01322,A00297,2024-09-20,54165,Credit,Card,Chennai,Internet Banking,Yes
T01323,A00209,2025-04-22,47354,Credit,UPI,Kolkata,POS,No
T01324,A00038,2024-07-17,15733,Credit,UPI,Bengaluru,ATM,No
T01325,A00342,2025-02-15,185217,Credit,UPI,Bengaluru,ATM,Yes
T01326,A00237,2024-09-05,46254,Credit,Net Banking,Delhi,ATM,Yes
T01327,A00501,2024-11-07,46090,Credit,ATM,Bengaluru,POS,No
T01328,A00523,2024-07-24,168780,Credit,UPI,Delhi,Mobile App,No
T01329,A00548,2024-08-15,38694,Debit,ATM,Hyderabad,POS,Yes
T01330,A00032,2024-10-14,126491,Credit,Net Banking,Chennai,Mobile App,No
T01331,A00228,2024-08-23,27176,Credit,ATM,Delhi,Mobile App,Yes
T01332,A00200,2025-04-20,27996,Credit,UPI,Kolkata,Internet Banking,Yes
T01333,A00128,2024-12-08,199742,Credit,ATM,Chennai,Internet Banking,No
T01334,A00543,2024-09-03,19763,Credit,UPI,Delhi,POS,No
T01335,A00223,2025-03-27,121941,Debit,UPI,Chennai,ATM,No
T01336,A00432,2024-11-20,97353,Debit,Card,Bengaluru,ATM,No
T01337,A00086,2025-01-30,170820,Debit,ATM,Bengaluru,ATM,No
T01338,A00071,2024-09-02,128575,Credit,ATM,Mumbai,POS,Yes
T01339,A00206,2024-12-17,111754,Debit,ATM,Kolkata,POS,No
T01340,A00246,2024-10-02,159155,Debit,UPI,Bengaluru,Mobile App,No
T01341,A00534,2025-06-24,31738,Credit,UPI,Delhi,Internet Banking,Yes
T01342,A00187,2025-02-11,129027,Debit,ATM,Bengaluru,Internet Banking,Yes
T01343,A00438,2024-07-15,28046,Debit,ATM,Mumbai,Mobile App,No
T01344,A00039,2024-08-20,110969,Debit,ATM,Chennai,POS,Yes
T01345,A00526,2024-08-07,43191,Debit,Card,Bengaluru,Mobile App,Yes
T01346,A00486,2025-05-03,15096,Credit,Net Banking,Delhi,Mobile App,Yes
T01347,A00519,2025-05-25,77308,Debit,Net Banking,Chennai,Internet Banking,Yes
T01348,A00548,2025-03-02,41417,Credit,Net Banking,Hyderabad,Mobile App,Yes
T01349,A00180,2025-02-22,161787,Credit,ATM,Chennai,Mobile App,No
T01350,A00571,2024-11-23,142495,Debit,UPI,Chennai,POS,Yes
T01351,A00070,2025-04-28,97604,Debit,ATM,Bengaluru,POS,Yes
T01352,A00362,2024-08-30,29989,Debit,UPI,Chennai,POS,No
T01353,A00179,2024-07-06,75846,Credit,Card,Bengaluru,ATM,No
T01354,A00492,2025-06-06,70408,Credit,UPI,Kolkata,Mobile App,Yes
T01355,A00557,2025-01-05,144931,Credit,Card,Hyderabad,ATM,Yes
T01356,A00487,2024-07-31,106045,Credit,Net Banking,Mumbai,Internet Banking,Yes
T01357,A00202,2024-07-02,151389,Credit,Card,Delhi,Mobile App,No
T01358,A00010,2024-07-02,145185,Credit,Net Banking,Chennai,ATM,Yes
T01359,A00293,2024-09-07,61098,Credit,Card,Kolkata,Mobile App,Yes
T01360,A00569,2025-06-24,8588,Credit,Card,Chennai,Mobile App,No
T01361,A00446,2024-08-03,98350,Credit,UPI,Kolkata,ATM,No
T01362,A00189,2025-03-31,46164,Credit,Card,Bengaluru,Internet Banking,No
T01363,A00324,2025-03-10,27249,Credit,ATM,Bengaluru,ATM,Yes
T01364,A00065,2025-02-15,111466,Credit,Card,Delhi,ATM,Yes
T01365,A00321,2025-06-09,151772,Credit,ATM,Bengaluru,ATM,Yes
T01366,A00186,2024-10-18,2161,Credit,Net Banking,Chennai,ATM,Yes
T01367,A00126,2024-12-08,54450,Credit,Card,Mumbai,POS,Yes
T01368,A00456,2025-03-26,153326,Debit,Net Banking,Kolkata,Mobile App,Yes
T01369,A00314,2025-05-09,47068,Debit,Card,Kolkata,Internet Banking,Yes
T01370,A00419,2025-05-03,49168,Credit,Net Banking,Bengaluru,ATM,No
T01371,A00335,2025-04-26,7856,Credit,Net Banking,Mumbai,POS,No
T01372,A00218,2024-12-31,47333,Credit,Net Banking,Bengaluru,Internet Banking,No
T01373,A00336,2025-03-25,195889,Credit,Card,Kolkata,ATM,No
T01374,A00232,2024-08-18,108420,Debit,Net Banking,Mumbai,Mobile App,No
T01375,A00495,2024-09-18,149165,Debit,ATM,Chennai,Internet Banking,No
T01376,A00525,2024-08-24,144172,Debit,ATM,Chennai,Internet Banking,Yes
T01377,A00052,2025-03-05,3747,Credit,Net Banking,Delhi,Internet Banking,No
T01378,A00104,2024-10-13,25175,Credit,UPI,Mumbai,Mobile App,No
T01379,A00525,2025-01-19,69867,Credit,ATM,Mumbai,Mobile App,No
T01380,A00579,2024-12-21,48435,Credit,ATM,Chennai,POS,No
T01381,A00110,2024-12-07,177993,Debit,Card,Chennai,ATM,No
